command_target_rad,delta_z_from_home_m,end_effector_x_m,end_effector_y_m,end_effector_z_m,frame,isaac_dof_index,joint,joint_readback_rad,joint_velocity_rad_s,phase,position_error_rad,repeat,robot,simulation_time_s
-1.04,0.003144294023513794,0.3212941586971283,-0.018980130553245548,0.31764063239097595,20,1,shoulder,-0.9811342358589172,0.050539515912532806,small_up,-0.0588657641410828,1,follower_right,0.3333333333333333
-1.04,0.003413259983062744,-0.3216041922569275,-0.01901983469724655,0.3179096281528473,21,1,shoulder,-0.9829519391059875,0.05328037217259407,small_up,-0.05704806089401249,1,follower_left,0.35
-1.04,0.003413289785385132,0.32160425186157227,-0.018980216234922413,0.3179096281528473,21,1,shoulder,-0.9829519987106323,0.053277939558029175,small_up,-0.05704800128936771,1,follower_right,0.35
-1.04,0.0036812126636505127,-0.3219195604324341,-0.019019830971956253,0.31817758083343506,22,1,shoulder,-0.9847965240478516,0.053644001483917236,small_up,-0.05520347595214847,1,follower_left,0.36666666666666664
-1.04,0.0036812126636505127,0.32191964983940125,-0.018980193883180622,0.31817755103111267,22,1,shoulder,-0.9847965836524963,0.053645744919776917,small_up,-0.0552034163475037,1,follower_right,0.36666666666666664
-1.04,0.003955245018005371,-0.3222426176071167,-0.01901978626847267,0.3184516131877899,23,1,shoulder,-0.9866849780082703,0.05554215610027313,small_up,-0.05331502199172977,1,follower_left,0.38333333333333336
-1.04,0.003955245018005371,0.32224252820014954,-0.018980236724019054,0.31845158338546753,23,1,shoulder,-0.9866849780082703,0.05554133653640747,small_up,-0.05331502199172977,1,follower_right,0.38333333333333336
-1.04,0.004237264394760132,-0.3225715160369873,-0.019019773229956627,0.3187336325645447,24,1,shoulder,-0.9886041879653931,0.05478612333536148,small_up,-0.05139581203460697,1,follower_left,0.4
-1.04,0.004237234592437744,0.32257142663002014,-0.01898029260337353,0.3187335729598999,24,1,shoulder,-0.9886041879653931,0.05478557571768761,small_up,-0.05139581203460697,1,follower_right,0.4
-1.04,0.004523783922195435,-0.3229062855243683,-0.019019776955246925,0.31902015209198,25,1,shoulder,-0.9905527234077454,0.055818188935518265,small_up,-0.049447276592254674,1,follower_left,0.4166666666666667
-1.04,0.004523813724517822,0.32290634512901306,-0.018980210646986965,0.31902015209198,25,1,shoulder,-0.9905527234077454,0.05581839010119438,small_up,-0.049447276592254674,1,follower_right,0.4166666666666667
-1.04,0.004811674356460571,-0.3232439458370209,-0.01901968941092491,0.3193080425262451,26,1,shoulder,-0.992516040802002,0.05579260364174843,small_up,-0.04748395919799808,1,follower_left,0.43333333333333335
-1.04,0.004811733961105347,0.3232440650463104,-0.018980326130986217,0.3193080723285675,26,1,shoulder,-0.9925161004066467,0.05579086020588875,small_up,-0.04748389959335331,1,follower_right,0.43333333333333335
-1.04,0.005099684000015259,-0.32358604669570923,-0.019019754603505135,0.3195960521697998,27,1,shoulder,-0.9944996237754822,0.056633610278367996,small_up,-0.04550037622451786,1,follower_left,0.45
-1.04,0.005099654197692871,0.3235861659049988,-0.018980287015438083,0.31959599256515503,27,1,shoulder,-0.994499683380127,0.05663428083062172,small_up,-0.04550031661987308,1,follower_right,0.45
-1.04,0.005389690399169922,-0.32392969727516174,-0.019019704312086105,0.31988605856895447,28,1,shoulder,-0.9964903593063354,0.0568428710103035,small_up,-0.043509640693664586,1,follower_left,0.4666666666666667
-1.04,0.005389750003814697,0.32392972707748413,-0.018980339169502262,0.31988608837127686,28,1,shoulder,-0.9964904189109802,0.05684228986501694,small_up,-0.04350958108901981,1,follower_right,0.4666666666666667
-1.04,0.005681067705154419,-0.324275940656662,-0.01901966705918312,0.32017743587493896,29,1,shoulder,-0.9984925389289856,0.05751132592558861,small_up,-0.04150746107101444,1,follower_left,0.48333333333333334
-1.04,0.005681037902832031,0.32427600026130676,-0.018980363383889202,0.3201773762702942,29,1,shoulder,-0.998492419719696,0.05751265212893486,small_up,-0.04150758028030399,1,follower_right,0.48333333333333334
-1.04,0.005972057580947876,-0.32462266087532043,-0.01901961863040924,0.3204684257507324,30,1,shoulder,-1.000492811203003,0.05803269147872925,small_up,-0.039507188796997106,1,follower_left,0.5
-1.04,0.005972117185592651,0.3246226906776428,-0.01898039318621159,0.3204684555530548,30,1,shoulder,-1.000493049621582,0.058029163628816605,small_up,-0.039506950378418004,1,follower_right,0.5
-1.04,0.006261467933654785,-0.3249700963497162,-0.019019637256860733,0.32075783610343933,31,1,shoulder,-1.0024949312210083,0.05868920311331749,small_up,-0.037505068778991735,1,follower_left,0.5166666666666667
-1.04,0.006261497735977173,0.3249700665473938,-0.018980380147695545,0.32075783610343933,31,1,shoulder,-1.0024946928024292,0.05869429185986519,small_up,-0.037505307197570836,1,follower_right,0.5166666666666667
-1.04,0.006549805402755737,-0.32531657814979553,-0.01901954971253872,0.3210461735725403,32,1,shoulder,-1.0044876337051392,0.05933135002851486,small_up,-0.035512366294860875,1,follower_left,0.5333333333333333
-1.04,0.00654977560043335,0.32531654834747314,-0.018980477005243305,0.3210461139678955,32,1,shoulder,-1.0044875144958496,0.05932527780532837,small_up,-0.035512485504150426,1,follower_right,0.5333333333333333
-1.04,0.006836354732513428,-0.32566195726394653,-0.01901957578957081,0.321332722902298,33,1,shoulder,-1.0064712762832642,0.059952512383461,small_up,-0.033528723716735875,1,follower_left,0.55
-1.04,0.006836295127868652,0.3256619870662689,-0.018980447202920917,0.3213326334953308,33,1,shoulder,-1.0064713954925537,0.0599578320980072,small_up,-0.033528604507446325,1,follower_right,0.55
-1.04,0.007119923830032349,-0.3260051906108856,-0.01901957206428051,0.3216162919998169,34,1,shoulder,-1.0084385871887207,0.06070040911436081,small_up,-0.03156141281127933,1,follower_left,0.5666666666666667
-1.04,0.007119983434677124,0.326005220413208,-0.01898046024143696,0.3216163218021393,34,1,shoulder,-1.0084384679794312,0.060694459825754166,small_up,-0.03156153202056888,1,follower_right,0.5666666666666667
-1.04,0.007400006055831909,-0.32634568214416504,-0.019019529223442078,0.32189637422561646,35,1,shoulder,-1.0103864669799805,0.06140730902552605,small_up,-0.029613533020019567,1,follower_left,0.5833333333333334
-1.04,0.007400184869766235,0.32634568214416504,-0.018980486318469048,0.3218965232372284,35,1,shoulder,-1.0103868246078491,0.0614079013466835,small_up,-0.029613175392150914,1,follower_right,0.5833333333333334
-1.04,0.007676303386688232,-0.3266827464103699,-0.019019484519958496,0.3221726715564728,36,1,shoulder,-1.0123121738433838,0.06189075857400894,small_up,-0.027687826156616246,1,follower_left,0.6
-1.04,0.007676184177398682,0.3266826570034027,-0.018980490043759346,0.32217252254486084,36,1,shoulder,-1.0123118162155151,0.06187552586197853,small_up,-0.0276881837844849,1,follower_right,0.6
-1.04,0.007948815822601318,-0.32701611518859863,-0.01901954412460327,0.32244518399238586,37,1,shoulder,-1.0142136812210083,0.06156237795948982,small_up,-0.025786318778991735,1,follower_left,0.6166666666666667
-1.04,0.007948905229568481,0.32701629400253296,-0.018980469554662704,0.32244524359703064,37,1,shoulder,-1.0142145156860352,0.06158732622861862,small_up,-0.02578548431396488,1,follower_right,0.6166666666666667
-1.04,0.008217841386795044,-0.3273448646068573,-0.01901960000395775,0.3227142095565796,38,1,shoulder,-1.0160846710205078,0.06133069843053818,small_up,-0.023915328979492223,1,follower_left,0.6333333333333333
-1.04,0.008217990398406982,0.3273449242115021,-0.018980488181114197,0.32271432876586914,38,1,shoulder,-1.0160844326019287,0.06127449870109558,small_up,-0.023915567398071325,1,follower_right,0.6333333333333333
-1.04,0.008481442928314209,-0.32766762375831604,-0.019019486382603645,0.32297781109809875,39,1,shoulder,-1.0179177522659302,0.06084010750055313,small_up,-0.02208224773406986,1,follower_left,0.65
-1.04,0.008481740951538086,0.3276676535606384,-0.018980560824275017,0.32297807931900024,39,1,shoulder,-1.017918348312378,0.06088333576917648,small_up,-0.022081651687622106,1,follower_right,0.65
-1.04,0.008737444877624512,-0.32798081636428833,-0.01901952177286148,0.32323381304740906,40,1,shoulder,-1.0196948051452637,0.06295723468065262,small_up,-0.020305194854736364,1,follower_left,0.6666666666666666
-1.04,0.008737444877624512,0.3279806971549988,-0.018980495631694794,0.32323378324508667,40,1,shoulder,-1.0196940898895264,0.06293550878763199,small_up,-0.02030591011047367,1,follower_right,0.6666666666666666
-1.04,0.008983194828033447,-0.32828739285469055,-0.019019488245248795,0.323479562997818,41,1,shoulder,-1.0214331150054932,0.0630081370472908,small_up,-0.01856688499450687,1,follower_left,0.6833333333333333
-1.04,0.008983135223388672,0.32828766107559204,-0.018980544060468674,0.32347947359085083,41,1,shoulder,-1.0214340686798096,0.06302361935377121,small_up,-0.018565931320190465,1,follower_right,0.6833333333333333
-1.04,0.009222298860549927,-0.32858720421791077,-0.019019493833184242,0.3237186670303345,42,1,shoulder,-1.0231295824050903,0.06287042796611786,small_up,-0.016870417594909703,1,follower_left,0.7
-1.04,0.00922238826751709,0.3285873532295227,-0.01898054964840412,0.32371872663497925,42,1,shoulder,-1.0231291055679321,0.06281032413244247,small_up,-0.016870894432067907,1,follower_right,0.7
-1.04,0.009458988904953003,-0.3288782238960266,-0.019019534811377525,0.32395535707473755,43,1,shoulder,-1.0247730016708374,0.06180785596370697,small_up,-0.015226998329162633,1,follower_left,0.7166666666666667
-1.04,0.009459048509597778,0.32887834310531616,-0.01898050680756569,0.32395538687705994,43,1,shoulder,-1.0247737169265747,0.061864107847213745,small_up,-0.015226283073425328,1,follower_right,0.7166666666666667
-1.04,0.00968673825263977,-0.3291562497615814,-0.019019491970539093,0.3241831064224243,44,1,shoulder,-1.026340126991272,0.06389513611793518,small_up,-0.013659873008728063,1,follower_left,0.7333333333333333
-1.04,0.00968673825263977,0.3291562795639038,-0.018980564549565315,0.32418307662010193,44,1,shoulder,-1.0263396501541138,0.06386438012123108,small_up,-0.013660349845886266,1,follower_right,0.7333333333333333
-1.04,0.009899288415908813,-0.32942548394203186,-0.019019415602087975,0.32439565658569336,45,1,shoulder,-1.0278559923171997,0.06335658580064774,small_up,-0.012144007682800328,1,follower_left,0.75
-1.04,0.009899139404296875,0.3294254243373871,-0.018980611115694046,0.32439547777175903,45,1,shoulder,-1.0278555154800415,0.06339915096759796,small_up,-0.012144484519958532,1,follower_right,0.75
-1.04,0.010102808475494385,-0.3296844959259033,-0.01901945099234581,0.32459917664527893,46,1,shoulder,-1.0293132066726685,0.06280215084552765,small_up,-0.010686793327331578,1,follower_left,0.7666666666666667
-1.04,0.010102659463882446,0.3296845555305481,-0.01898053288459778,0.3245989978313446,46,1,shoulder,-1.0293129682540894,0.06279253214597702,small_up,-0.01068703174591068,1,follower_right,0.7666666666666667
-1.04,0.010300934314727783,-0.3299255073070526,-0.01901947520673275,0.32479730248451233,47,1,shoulder,-1.030666708946228,0.06469754129648209,small_up,-0.009333291053772008,1,follower_left,0.7833333333333333
-1.04,0.010300934314727783,0.32992562651634216,-0.018980558961629868,0.32479727268218994,47,1,shoulder,-1.030666708946228,0.06469018012285233,small_up,-0.009333291053772008,1,follower_right,0.7833333333333333
-1.04,0.010485023260116577,-0.33015918731689453,-0.01901945285499096,0.3249813914299011,48,1,shoulder,-1.0319758653640747,0.06383577734231949,small_up,-0.008024134635925328,1,follower_left,0.8
-1.04,0.010485231876373291,0.33015909790992737,-0.01898055337369442,0.32498157024383545,48,1,shoulder,-1.0319758653640747,0.06383229792118073,small_up,-0.008024134635925328,1,follower_right,0.8
-1.04,0.010656207799911499,-0.330376535654068,-0.019019439816474915,0.32515257596969604,49,1,shoulder,-1.0331921577453613,0.06444135308265686,small_up,-0.006807842254638707,1,follower_left,0.8166666666666667
-1.04,0.01065632700920105,0.3303765654563904,-0.0189806055277586,0.3251526653766632,49,1,shoulder,-1.0331921577453613,0.0644436925649643,small_up,-0.006807842254638707,1,follower_right,0.8166666666666667
-1.04,0.010817289352416992,-0.33057597279548645,-0.019019415602087975,0.32531365752220154,50,1,shoulder,-1.0343080759048462,0.0656084194779396,small_up,-0.005691924095153844,1,follower_left,0.8333333333333334
-1.04,0.010817259550094604,0.3305760622024536,-0.018980631604790688,0.32531359791755676,50,1,shoulder,-1.0343079566955566,0.06561414152383804,small_up,-0.005692043304443395,1,follower_right,0.8333333333333334
-1.04,0.010964065790176392,-0.3307651877403259,-0.0190194770693779,0.32546043395996094,51,1,shoulder,-1.0353655815124512,0.06498455256223679,small_up,-0.004634418487548864,1,follower_left,0.85
-1.04,0.010964035987854004,0.3307652175426483,-0.018980540335178375,0.32546037435531616,51,1,shoulder,-1.0353657007217407,0.06498527526855469,small_up,-0.004634299278259313,1,follower_right,0.85
-1.04,0.011097759008407593,-0.3309307396411896,-0.019019486382603645,0.32559412717819214,52,1,shoulder,-1.0362889766693115,0.06722795963287354,small_up,-0.003711023330688512,1,follower_left,0.8666666666666667
-1.04,0.011097818613052368,0.33093076944351196,-0.018980562686920166,0.3255941569805145,52,1,shoulder,-1.0362889766693115,0.06722031533718109,small_up,-0.003711023330688512,1,follower_right,0.8666666666666667
-1.04,0.011217743158340454,-0.3310859799385071,-0.019019417464733124,0.325714111328125,53,1,shoulder,-1.0371571779251099,0.06624289602041245,small_up,-0.0028428220748901722,1,follower_left,0.8833333333333333
-1.04,0.011217951774597168,0.3310858905315399,-0.018980564549565315,0.3257142901420593,53,1,shoulder,-1.0371571779251099,0.06624551862478256,small_up,-0.0028428220748901722,1,follower_right,0.8833333333333333
-1.04,0.011323034763336182,-0.33121606707572937,-0.019019415602087975,0.3258194029331207,54,1,shoulder,-1.0378828048706055,0.06896267086267471,small_up,-0.0021171951293945668,1,follower_left,0.9
-1.04,0.011323153972625732,0.33121606707572937,-0.0189806055277586,0.3258194923400879,54,1,shoulder,-1.0378828048706055,0.06896615773439407,small_up,-0.0021171951293945668,1,follower_right,0.9
-1.04,0.011413604021072388,-0.33133283257484436,-0.01901940628886223,0.32590997219085693,55,1,shoulder,-1.038536548614502,0.06818992644548416,small_up,-0.0014634513854980824,1,follower_left,0.9166666666666666
-1.04,0.011413782835006714,0.3313330113887787,-0.01898057945072651,0.32591012120246887,55,1,shoulder,-1.0385366678237915,0.06819657236337662,small_up,-0.0014633321762085316,1,follower_right,0.9166666666666666
-1.04,0.011488288640975952,-0.33142536878585815,-0.01901944912970066,0.3259846568107605,56,1,shoulder,-1.0390537977218628,0.0714304968714714,small_up,-0.0009462022781372426,1,follower_left,0.9333333333333333
-1.04,0.011488258838653564,0.33142542839050293,-0.01898057758808136,0.3259845972061157,56,1,shoulder,-1.0390536785125732,0.07142999023199081,small_up,-0.0009463214874267933,1,follower_right,0.9333333333333333
-1.04,0.011545747518539429,-0.3314961791038513,-0.019019493833184242,0.326042115688324,57,1,shoulder,-1.0394492149353027,0.07120700925588608,small_up,-0.0005507850646973012,1,follower_left,0.95
-1.04,0.011545807123184204,0.3314962685108185,-0.018980545923113823,0.32604214549064636,57,1,shoulder,-1.0394490957260132,0.07120456546545029,small_up,-0.0005509042739868519,1,follower_right,0.95
-1.04,0.011586010456085205,-0.3315503001213074,-0.01901947148144245,0.32608237862586975,58,1,shoulder,-1.0397541522979736,0.0743965283036232,small_up,-0.0002458477020264027,1,follower_left,0.9666666666666667
-1.04,0.011586159467697144,0.33155035972595215,-0.01898054964840412,0.3260824978351593,58,1,shoulder,-1.0397545099258423,0.07439251989126205,small_up,-0.00024549007415775037,1,follower_right,0.9666666666666667
-1.04,0.011606812477111816,-0.33157816529273987,-0.019019441679120064,0.32610318064689636,59,1,shoulder,-1.0399105548858643,0.07605597376823425,small_up,-8.944511413577771e-05,1,follower_left,0.9833333333333333
-1.04,0.011606872081756592,0.33157819509506226,-0.018980545923113823,0.32610321044921875,59,1,shoulder,-1.0399104356765747,0.07606904208660126,small_up,-8.95643234253285e-05,1,follower_right,0.9833333333333333
-1.04,0.011608749628067017,-0.33158308267593384,-0.01901947893202305,0.32610511779785156,60,1,shoulder,-1.0399391651153564,0.07887057960033417,small_up,-6.0834884643590215e-05,1,follower_left,1.0
-1.04,0.011608749628067017,0.3315831422805786,-0.01898057386279106,0.3261050879955292,60,1,shoulder,-1.0399391651153564,0.07886233180761337,small_up,-6.0834884643590215e-05,1,follower_right,1.0
-0.96,0.011584490537643433,-0.3315490782260895,-0.01901942305266857,0.326080858707428,1,1,shoulder,-1.0397483110427856,0.08390989899635315,return_home,0.07974831104278568,1,follower_left,0.016666666666666666
-0.96,0.011584490537643433,0.33154916763305664,-0.01898062787950039,0.3260808289051056,1,1,shoulder,-1.0397484302520752,0.08391650021076202,return_home,0.07974843025207523,1,follower_right,0.016666666666666666
-0.96,0.011542588472366333,-0.33151155710220337,-0.01901944726705551,0.3260389566421509,2,1,shoulder,-1.0395454168319702,0.0811769887804985,return_home,0.07954541683197025,1,follower_left,0.03333333333333333
-0.96,0.011542558670043945,0.33151155710220337,-0.01898060366511345,0.3260388970375061,2,1,shoulder,-1.0395454168319702,0.0811692327260971,return_home,0.07954541683197025,1,follower_right,0.03333333333333333
-0.96,0.011494278907775879,-0.33144620060920715,-0.01901952363550663,0.3259906470775604,3,1,shoulder,-1.039177656173706,0.08882425725460052,return_home,0.07917765617370609,1,follower_left,0.05
-0.96,0.011494308710098267,0.33144626021385193,-0.018980521708726883,0.3259906470775604,3,1,shoulder,-1.039177656173706,0.08882880210876465,return_home,0.07917765617370609,1,follower_right,0.05
-0.96,0.011431783437728882,-0.33135971426963806,-0.019019484519958496,0.3259281516075134,4,1,shoulder,-1.0386950969696045,0.08592735975980759,return_home,0.07869509696960453,1,follower_left,0.06666666666666667
-0.96,0.011431843042373657,0.3313598334789276,-0.018980497494339943,0.3259281814098358,4,1,shoulder,-1.0386950969696045,0.08592482656240463,return_home,0.07869509696960453,1,follower_right,0.06666666666666667
-0.96,0.011345356702804565,-0.33125534653663635,-0.019019458442926407,0.3258417248725891,5,1,shoulder,-1.0381115674972534,0.09324674308300018,return_home,0.07811156749725345,1,follower_left,0.08333333333333333
-0.96,0.011345446109771729,0.3312554359436035,-0.01898057572543621,0.3258417844772339,5,1,shoulder,-1.0381115674972534,0.09324818104505539,return_home,0.07811156749725345,1,follower_right,0.08333333333333333
-0.96,0.011242657899856567,-0.33112552762031555,-0.01901952363550663,0.3257390260696411,6,1,shoulder,-1.0373902320861816,0.09151680022478104,return_home,0.07739023208618168,1,follower_left,0.1
-0.96,0.011242687702178955,0.3311256766319275,-0.01898050308227539,0.3257390260696411,6,1,shoulder,-1.0373902320861816,0.09151848405599594,return_home,0.07739023208618168,1,follower_right,0.1
-0.96,0.011127233505249023,-0.3309839069843292,-0.01901957392692566,0.32562360167503357,7,1,shoulder,-1.0365960597991943,0.09626178443431854,return_home,0.07659605979919437,1,follower_left,0.11666666666666667
-0.96,0.011127173900604248,0.3309840261936188,-0.01898043230175972,0.3256235122680664,7,1,shoulder,-1.0365960597991943,0.09626064449548721,return_home,0.07659605979919437,1,follower_right,0.11666666666666667
-0.96,0.011003285646438599,-0.3308161497116089,-0.019019633531570435,0.32549965381622314,8,1,shoulder,-1.0356595516204834,0.09447162598371506,return_home,0.07565955162048343,1,follower_left,0.13333333333333333
-0.96,0.011003255844116211,0.3308161795139313,-0.018980413675308228,0.32549959421157837,8,1,shoulder,-1.0356595516204834,0.09447041898965836,return_home,0.07565955162048343,1,follower_right,0.13333333333333333
-0.96,0.010860592126846313,-0.3306392729282379,-0.01901957578957081,0.32535696029663086,9,1,shoulder,-1.0346657037734985,0.09746506065130234,return_home,0.07466570377349857,1,follower_left,0.15
-0.96,0.010860681533813477,0.3306393623352051,-0.018980469554662704,0.32535701990127563,9,1,shoulder,-1.0346657037734985,0.09746294468641281,return_home,0.07466570377349857,1,follower_right,0.15
-0.96,0.010707318782806396,-0.3304436206817627,-0.01901956833899021,0.32520368695259094,10,1,shoulder,-1.0335711240768433,0.10131225734949112,return_home,0.0735711240768433,1,follower_left,0.16666666666666666
-0.96,0.010707378387451172,0.33044373989105225,-0.01898045651614666,0.32520371675491333,10,1,shoulder,-1.0335711240768433,0.10131547600030899,return_home,0.0735711240768433,1,follower_right,0.16666666666666666
-0.96,0.01053839921951294,-0.33022913336753845,-0.01901962049305439,0.3250347673892975,11,1,shoulder,-1.0323678255081177,0.0993986502289772,return_home,0.07236782550811771,1,follower_left,0.18333333333333332
-0.96,0.010538429021835327,0.33022913336753845,-0.01898043043911457,0.3250347673892975,11,1,shoulder,-1.0323677062988281,0.09939613938331604,return_home,0.07236770629882816,1,follower_right,0.18333333333333332
-0.96,0.0103587806224823,-0.3300037682056427,-0.019019704312086105,0.32485514879226685,12,1,shoulder,-1.031101942062378,0.10146229714155197,return_home,0.07110194206237797,1,follower_left,0.2
-0.96,0.010358721017837524,0.3300038278102875,-0.0189803633838892,0.3248550593852997,12,1,shoulder,-1.0311020612716675,0.10145978629589081,return_home,0.07110206127166752,1,follower_right,0.2
-0.96,0.01017451286315918,-0.3297650218009949,-0.019019661471247673,0.3246708810329437,13,1,shoulder,-1.0297572612762451,0.10310111939907074,return_home,0.06975726127624515,1,follower_left,0.21666666666666667
-0.96,0.010174661874771118,0.32976505160331726,-0.01898033544421196,0.3246710002422333,13,1,shoulder,-1.0297571420669556,0.10310623794794083,return_home,0.0697571420669556,1,follower_right,0.21666666666666667
-0.96,0.009977936744689941,-0.32951366901397705,-0.01901969686150551,0.3244743049144745,14,1,shoulder,-1.028340458869934,0.10554139316082001,return_home,0.06834045886993412,1,follower_left,0.23333333333333334
-0.96,0.009978145360946655,0.3295138478279114,-0.018980389460921288,0.3244744837284088,14,1,shoulder,-1.0283409357070923,0.10553587973117828,return_home,0.06834093570709232,1,follower_right,0.23333333333333334
-0.96,0.009764254093170166,-0.32924628257751465,-0.019019711762666702,0.3242606222629547,15,1,shoulder,-1.0268367528915405,0.10475831478834152,return_home,0.06683675289154056,1,follower_left,0.25
-0.96,0.009764313697814941,0.329246461391449,-0.01898035779595375,0.3242606520652771,15,1,shoulder,-1.0268367528915405,0.10477928072214127,return_home,0.06683675289154056,1,follower_right,0.25
-0.96,0.009540408849716187,-0.3289709985256195,-0.0190197192132473,0.32403677701950073,16,1,shoulder,-1.025282621383667,0.10552553087472916,return_home,0.06528262138366703,1,follower_left,0.26666666666666666
-0.96,0.009540468454360962,0.3289710283279419,-0.01898029074072838,0.3240368068218231,16,1,shoulder,-1.0252825021743774,0.105519600212574,return_home,0.06528250217437748,1,follower_right,0.26666666666666666
-0.96,0.009315460920333862,-0.3286832869052887,-0.019019683822989464,0.3238118290901184,17,1,shoulder,-1.0236573219299316,0.10484906286001205,return_home,0.06365732192993168,1,follower_left,0.2833333333333333
-0.96,0.00931549072265625,0.3286833167076111,-0.0189803559333086,0.3238118290901184,17,1,shoulder,-1.0236574411392212,0.10484865307807922,return_home,0.06365744113922123,1,follower_right,0.2833333333333333
-0.96,0.009082168340682983,-0.328389048576355,-0.019019683822989464,0.32357853651046753,18,1,shoulder,-1.0219902992248535,0.10575715452432632,return_home,0.06199029922485355,1,follower_left,0.3
-0.96,0.009082227945327759,0.3283890187740326,-0.018980301916599274,0.3235785663127899,18,1,shoulder,-1.021990180015564,0.10576307028532028,return_home,0.061990180015564,1,follower_right,0.3
-0.96,0.008840024471282959,-0.32808536291122437,-0.019019754603505135,0.3233363926410675,19,1,shoulder,-1.0202689170837402,0.10806472599506378,return_home,0.06026891708374027,1,follower_left,0.31666666666666665
-0.96,0.008839964866638184,0.32808539271354675,-0.01898028701543808,0.32333630323410034,19,1,shoulder,-1.0202690362930298,0.10805533826351166,return_home,0.06026903629302982,1,follower_right,0.31666666666666665
-0.96,0.008589893579483032,-0.3277745544910431,-0.01901972107589245,0.3230862617492676,20,1,shoulder,-1.0185037851333618,0.10932967811822891,return_home,0.05850378513336185,1,follower_left,0.3333333333333333
-0.96,0.008589953184127808,0.32777443528175354,-0.018980316817760468,0.32308629155158997,20,1,shoulder,-1.0185037851333618,0.10934939235448837,return_home,0.05850378513336185,1,follower_right,0.3333333333333333
-0.96,0.008331537246704102,-0.3274534344673157,-0.01901978626847267,0.32282790541648865,21,1,shoulder,-1.0166805982589722,0.10838610678911209,return_home,0.056680598258972203,1,follower_left,0.35
-0.96,0.00833156704902649,0.3274533450603485,-0.018980253487825394,0.32282790541648865,21,1,shoulder,-1.0166805982589722,0.10836334526538849,return_home,0.056680598258972203,1,follower_right,0.35
-0.96,0.008065462112426758,-0.3271286189556122,-0.01901972107589245,0.3225618302822113,22,1,shoulder,-1.0148314237594604,0.10823944211006165,return_home,0.054831423759460485,1,follower_left,0.36666666666666664
-0.96,0.008065223693847656,0.3271285891532898,-0.018980327993631363,0.3225615620613098,22,1,shoulder,-1.0148314237594604,0.10825876146554947,return_home,0.054831423759460485,1,follower_right,0.36666666666666664
-0.96,0.007796257734298706,-0.32679644227027893,-0.019019773229956627,0.32229262590408325,23,1,shoulder,-1.012938380241394,0.10735040158033371,return_home,0.05293838024139408,1,follower_left,0.38333333333333336
-0.96,0.007796198129653931,0.32679641246795654,-0.018980301916599274,0.3222925364971161,23,1,shoulder,-1.012938141822815,0.10733683407306671,return_home,0.05293814182281498,1,follower_right,0.38333333333333336
-0.96,0.007523059844970703,-0.3264616131782532,-0.019019797444343567,0.32201942801475525,24,1,shoulder,-1.0110256671905518,0.10695506632328033,return_home,0.05102566719055179,1,follower_left,0.4
-0.96,0.007523149251937866,0.32646167278289795,-0.018980182707309723,0.3220194876194,24,1,shoulder,-1.0110257863998413,0.10696440935134888,return_home,0.051025786399841344,1,follower_right,0.4
-0.96,0.007244914770126343,-0.32612141966819763,-0.01901981793344021,0.3217412829399109,25,1,shoulder,-1.0090806484222412,0.10646989196538925,return_home,0.049080648422241246,1,follower_left,0.4166666666666667
-0.96,0.007245302200317383,0.32612138986587524,-0.018980197608470917,0.32174164056777954,25,1,shoulder,-1.009080410003662,0.10647079348564148,return_home,0.049080410003662145,1,follower_right,0.4166666666666667
-0.96,0.006961345672607422,-0.3257791996002197,-0.01901976950466633,0.32145771384239197,26,1,shoulder,-1.0071202516555786,0.10579417645931244,return_home,0.04712025165557865,1,follower_left,0.43333333333333335
-0.96,0.006961613893508911,0.32577937841415405,-0.018980251625180248,0.32145795226097107,26,1,shoulder,-1.0071207284927368,0.10578852146863937,return_home,0.04712072849273685,1,follower_right,0.43333333333333335
-0.96,0.006676197052001953,-0.32543423771858215,-0.019019853323698044,0.3211725652217865,27,1,shoulder,-1.0051409006118774,0.10534163564443588,return_home,0.04514090061187748,1,follower_left,0.45
-0.96,0.006675988435745239,0.3254341781139374,-0.018980178982019428,0.3211723268032074,27,1,shoulder,-1.0051403045654297,0.10535132884979248,return_home,0.04514030456542972,1,follower_right,0.45
-0.96,0.006390005350112915,-0.32508841156959534,-0.01901983842253685,0.32088637351989746,28,1,shoulder,-1.00315260887146,0.10467030853033066,return_home,0.043152608871459996,1,follower_left,0.4666666666666667
-0.96,0.006389975547790527,0.32508862018585205,-0.01898017339408398,0.3208863139152527,28,1,shoulder,-1.0031533241271973,0.10464125126600266,return_home,0.0431533241271973,1,follower_right,0.4666666666666667
-0.96,0.0061016082763671875,-0.3247416615486145,-0.01901986636221409,0.32059797644615173,29,1,shoulder,-1.0011564493179321,0.1043100357055664,return_home,0.041156449317932164,1,follower_left,0.48333333333333334
-0.96,0.006101787090301514,0.32474154233932495,-0.018980141729116443,0.32059812545776367,29,1,shoulder,-1.0011556148529053,0.10433515161275864,return_home,0.04115561485290531,1,follower_right,0.48333333333333334
-0.96,0.00581088662147522,-0.32439514994621277,-0.019019857048988342,0.32030725479125977,30,1,shoulder,-0.9991576075553894,0.10363784432411194,return_home,0.03915760755538944,1,follower_left,0.5
-0.96,0.005810946226119995,0.32439514994621277,-0.01898019947111607,0.32030728459358215,30,1,shoulder,-0.9991579651832581,0.10360947251319885,return_home,0.03915796518325809,1,follower_right,0.5
